cat name,event name,event start,event finish,state,description,location,type,year,original loss value,normalised loss value (2022),claims count,NSW,VIC,QLD,ACT,TAS,SA,NT,WA
CAT952,SEQ Hailstorms,1995-11-03,1995-11-06,QLD,"Severe hail storms were recorded during the period 3 - 6 November 1995 in south-east Queensland. Large hail caused extensive damage to over 300 homes and many cars in Brisbane. One person died when a small boat was struck by lightning on Moreton Bay. Many trees and powerlines fell causing widespread blackouts to approximately 100,000 homes. Large hail brought destruction to fruit, vegetable and grain crops, particularly in the Granite Belt region. Other areas seriously affected included Beenleigh and Beaudesert.",SEQ,storm,1995,40000000.0,317300000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone AGNES,1995-04-16,1995-04-22,QLD,"Coral Sea, Category 3, no significant Australian landfall",FNQ,cyclone,1995,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone VIOLET,1995-03-02,1995-03-08,QLD,"Coral Sea, Category 3, no significant Australian landfall",FNQ,cyclone,1995,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
CAT941,QLD Bushfires,1994-09-27,1994-09-29,QLD,"Between September and November 1994, a total of 682 major fires burnt through rural and urban property on the Sunshine Coast, Caboolture, Pine Rivers, Brisbane and other local Government areas.  Major outbreaks occurred on 27 - 29 September and again on 4 - 7 November. Twenty three houses were destroyed, as well as farm buildings, fences and livestock. Three thousand people were evacuated from their homes.  Beerburrum State Forest lost nearly 5000 ha of exotic pine plantation. Nine volunteer fire fighters were injured, with seven sustaining extensive burns.",SEQ,storm,1994,59100000.0,542900000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone SADIE,1994-01-30,1994-01-31,QLD,"Tropical cyclone Sadie was a weak, short lived cyclone which traversed the eastern Gulf of Carpentaria before moving over land as a rain depression. It became the major part of a low pressure area that brought drought breaking rains to northeast inland parts of Queensland. Sadie?developed from a tropical low located ar the northeastern Northern Territory coastline during 29 February.",FNQ,cyclone,1994,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone ROGER,1993-03-12,1993-03-21,QLD,Tropical Cyclone Roger developed off the Solomon Islands and tracked in a general southerly direction over open waters until 17 March when it was located east of the central Queensland coast. Roger then tracked to the northeast and then southeast leaving the Australian region to the west of New Caledonia.,FNQ,cyclone,1993,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone POLLY,1993-02-27,1993-03-01,QLD,Tropical Cyclone Polly developed in the Coral sea well off the Queensland coast and intensified into a severe cyclone before moving outside the Australian region passing to the southwest of New Caledonia.,FNQ,cyclone,1993,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone OLIVER,1993-02-05,1993-02-13,QLD,"Tropical Cyclone Oliver developed in the Coral Sea well off the north Queensland coast in early February. Oliver reached severe intensity on 7 February as it tracked to the southeast, roughly parallel to the Queensland coast, eventually weakening off the coast from Rockhampton on 13 February 1993.",FNQ,cyclone,1993,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone NINA,1992-12-23,1993-01-05,QLD,Tropical cyclone Nina developed in the Gulf of Carpentaria prior to Christmas and crossed the Cape York coast south of Weipa on Christmas day. Nina then emerged off the east coast into the Coral Sea moving in a general easterly direction. On New Years Day Nina passed over Rennell Island (Solomon Islands) as a severe cyclone before weakening in subsequent days.,FNQ,cyclone,1992,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone FRAN,1992-03-04,1992-03-17,QLD,Fran made landfall on Queensland during March 16. Severe Tropical Cyclone Fran turned towards the southeast and eventually headed back out to sea. The system dissipated the next day.,FNQ,cyclone,1992,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone MARK,1992-01-08,1992-01-10,QLD,"On 9 January, Mark crossed the western coast of Cape York Peninsula just south of Weipa. Maximum sustained winds at landfall were estimated at 28 m/s with a central pressure of 980 hPa. Tropical cyclone Mark weakened as it crossed the peninsula and was downgraded to a tropical depression at 1200 UTC 10 January.",FNQ,cyclone,1992,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone LISA,1991-05-07,1991-05-11,QLD,"TC Lisa formed on 8 May near Bougainville Island and tracked southward until 10 May when it re-curved towards the east-southeast, eventually dissipating over southern Vanuatu. No report of significant damage associated with Lisa was recorded.",FNQ,cyclone,1991,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone KELVIN,1991-02-24,1991-03-05,QLD,"TC Kelvin formed near Cape York Peninsula in the Gulf of Carpentaria on the 24 February and had an erratic track throughout its lifetime over the Coral Sea before dissipating on the 5 March. In spite of moving close to Willis Island on two occasions, there were no reports of any significant damage.",FNQ,cyclone,1991,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
CAT907,Cyclone Joy,1990-12-18,1990-12-27,QLD,"The outer bands of Cyclone Joy reached Queensland, Australia, a category 4 cyclone. The storm killed 5 people and caused extensive flooding. Joy reached Category 4 intensity off the coast of Cairns on 24 December 1990, before crossing the coast to the North of Townsville, on 26 December 1990.[5] The remnants of Joy created a convergence zone along the central Queensland coast, with many locations around the Mackay region recording over 2000mm of rain during the following week.",FNQ,cyclone,1990,32000000.0,205500000.0,30674.0,0,0,1,0,0,0,0,0
CAT905,Northern NSw and SW QLD Flooding,1990-04-18,1990-04-21,NSW QLD,"On 18 April 1990 after several weeks of heavy rain over Queensland, a strong upper level low dumped upwards of 150 mm of rain with exceptional totals to 350 mm across large areas of central Queensland over a three day period. Already saturated catchments were inundated and major flooding quickly developed on the Warrego and Maranoa Rivers and many other inland systems. The towns of Jericho and Augathella were flooded and a section of the Longreach railway was washed away. On the morning of 21 April, the Warrego River was rising rapidly. Later the same day the river peaked at over 8.5 m which was 1.5 m above the previous record. Levee banks protecting the town were ineffective and floodwaters spread through the town, necessitating the entire population of 3500 to be evacuated to the airport. Many residents climbed to their rooftops and had to be rescued by helicopter. The low then moved south-east and torrential rains were experienced across large areas of New South Wales west of the Divide. There was major flooding on the Lachlan, Macquarie and Castlereagh Rivers, among others. The Bogan river flooded into Nyngan. Despite the residents’ attempts to raise the levee banks by sand bagging, the levees could not withstand the flood and on the 23 April, as the river surged to 5.2 metres, nearly one metre higher than the previous record, most of the town was inundated. The population of 2500 was evacuated to Dubbo, 160 km away. The low then moved towards Victoria and produced torrential rains over Gippsland on 20 and 21 April with up to 350 mm recorded over the two day period. Major flooding occurred on the Thomson, Avon and Mitchell Rivers. Hectares of vegetable crops were destroyed by flood waters and highways cut. People were evacuated from low-lying areas. It total 150 homes were flooded. Property losses from the three-state flood were considerable.  Towns and houses were flooded, infrastructure was destroyed or damaged, thousands of sheep and cattle drowned and thousands of hectares of crops were ruined. The floods claimed six lives.",SWQ,flooding,1990,30000000.0,156600000.0,30674.0,1,0,1,0,0,0,0,0
CAT901,Cyclone Nancy,1990-01-28,1990-02-04,NSW QLD,"Tropical Cyclone Nancy crossed the coast in New South Wales at Byron Bay and moved seawards which brought about high winds and heavy rainfall. Subsequent flooding affected rivers in the central and south-east regions including the Albert, Nerang, Logan, Paroo, Bulloo and Mary. Reports stipulated some areas received 530 mm of rain over a 24 hour period. There was extensive damage to infrastructure including houses, roads and buildings as a result of cyclonic winds that recorded wind gusts of up to 60 - 70 knots. Cyclone Nancy dumped a large amount of rain on Newcastle, which increased the rate of movement in some structures and prompted the discovery of leaks in buildings that had previously been considered structurally sound after the December 1989 earthquake.",SEQ,cyclone,1990,33000000.0,387600000.0,30674.0,1,0,1,0,0,0,0,0
Undeclared,Cyclone CHARLIE,1988-02-19,1988-03-01,QLD,"Category 2 cyclone Charlie made landfall in Ayr, Queensland in March with estimated maximum wind speeds of 115 km/h and maximum gusts to 165 km/h. There was one reported fatality and damages to crops, mainly sugar cane.",FNQ,cyclone,1988,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone AGI,1988-01-06,1988-01-14,QLD,"Cyclone Agi developed into a category 2 cyclone veering away from the main islands of Papua New Guinea's Milne Bay province after flattening many buildings, uprooting trees and disrupting water supplies. Agi brought heavy rain, high tides and winds gusting at more than 100 km/h to the remote islands it brushed at the eastern tip of the PNG mainland since it formed and began to swirl through the area.",FNQ,cyclone,1988,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone BLANCH,1987-05-21,1987-05-27,QLD NT,"Pacific ocean, no Australian landfall.",FNQ,cyclone,1987,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,1,0
Undeclared,Cyclone JASON,1987-02-06,1987-02-14,QLD NT,Jason started near Weipa and moved to NT near Groote Eylandt.  It moved off shore again and made landfall near Burketown.  It caused some damage to homes in Baniyalla.,FNQ,cyclone,1987,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,1,0
Undeclared,Cyclone NAMU,1986-05-16,1986-05-22,QLD,"Pacific ocean, no Australian.",FNQ,cyclone,1986,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone MANU,1986-04-21,1986-04-27,QLD,"Pacific ocean, no Australian.",FNQ,cyclone,1986,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone ALFRED,1986-03-02,1986-03-08,QLD,"Pacific ocean, no Australian.",FNQ,cyclone,1986,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone VERNON,1986-01-21,1986-01-24,QLD,"Pacific ocean, no Australian.",FNQ,cyclone,1986,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone TANYA,1985-03-27,1985-04-01,QLD,FNQ Category 1 cyclone event with no significant damage reported,FNQ,cyclone,1985,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone ODETTE,1985-01-16,1985-01-19,QLD,A powerful Coral Sea cyclone event that made no significant Australian landfall,FNQ,cyclone,1985,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone NIGEL,1985-01-14,1985-01-16,QLD,"The precursor low to Cyclone Nigel formed as an ill defined low, within the intertropical convergence zone near the Cape York Peninsula during January 1985.[2] Over the next several days the system gradually moved eastwards into the Coral Sea, before the BoM reported that a recognizable circulation had developed during January 14. Over the next two days the low moved eastwards and slowly developed further, before the JTWC initiated advisories on the system and designated it as Tropical Cyclone 13P early on January 16. Later that day the BoM named the system Nigel as it became equivalent to a modern-day category 1 tropical cyclone on the Australian tropical cyclone intensity scale and moved out of the Australian region into the South Pacific basin.",FNQ,cyclone,1985,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone MONICA,1984-12-25,1984-12-28,QLD,"Monica peaked as a category 2 storm, tracking roughly south-eastward, passing into the South Pacific basin on December 28.",FNQ,cyclone,1984,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone JIM,1984-03-06,1984-03-10,NT QLD,"Cyclone Jim developed from a low just southeast of the mainland on Papua New Guinea on 6 March. The storm slowly deepened while heading generally west-southwestward. Early on 8 March, Jim struck Cape Grenville, Queensland. Jim left minor damage to vegetation and downed some large trees. After crossing the Cape York Peninsula, the system emerged into the Gulf of Carpentaria and later made landfall on 9 March at Port Roper, Northern Territory, which is just south of Numbulwar. Jim dissipated on the following day. A 15 m (49 ft) boat was beach at Alyangula. Inland, wind gusts as high as 100 km/h (62 mph) downed trees in the vicinity of the Roper River.",FNQ,cyclone,1984,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,1,0
Undeclared,Cyclone INGRID,1984-02-20,1984-02-25,QLD,"A tropical low developed into Cyclone Ingrid to the east of Innisfail, Queensland, on 20 February. Ingrid moved eastward and then east-southeastward by 23 February. The storm then curved southwestward and dissipated on 25 February. Ingrid brought strong winds and caused minor flooding in Cairns and Mackay.",FNQ,cyclone,1984,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone HARVEY,1984-02-03,1984-02-09,QLD,A low spawned within the monsoon trough developed into Tropical Cyclone Harvey on 3 February. The system moved generally east-southeastward and entered the South Pacific basin on 7 February.,FNQ,cyclone,1984,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone GRACE,1984-01-13,1984-01-20,QLD,"Coral Sea event, no significant Australian landfall",FNQ,cyclone,1984,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone FRITZ,1983-12-09,1983-12-13,QLD,"Pacific ocean, no Australian landfall.",FNQ,cyclone,1983,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone PEARL,1983-11-11,1983-11-14,QLD,"Indian ocean, no Australian landfall.",FNQ,cyclone,1983,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone KEN,1983-02-28,1983-03-06,QLD,"Pacific ocean, no Australian landfall.",FNQ,cyclone,1983,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone ELINOR,1983-02-11,1983-03-04,QLD,"In March 1983, Cyclone Elinor made landfall in Queensland, wrecking two yachts.",FNQ,cyclone,1983,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone DES,1983-01-14,1983-01-23,QLD,"A tropical depression developed within a monsoon trough east-northeast of Cairns, Queensland, on 14 January. Des moved east-southeastward and strengthened gradually. Later, the storm tracked generally northward, until curving eastward and dissipating on 23 January.",FNQ,cyclone,1983,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone CLAUDIA,1982-05-14,1982-05-17,QLD,"Pacific Ocean, no Australian Landfall.",FNQ,cyclone,1982,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone DOMINIC,1982-04-07,1982-04-14,QLD,"CAT 1 Cyclone hit landfall near Weipa and crossed the land mass and left on the east coast and returned near Cooktown, causing very little damage.",FNQ,cyclone,1982,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone BERNIE,1982-04-01,1982-04-07,QLD,"Pacific Ocean, no Australian Landfall.",FNQ,cyclone,1982,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone ABIGAIL,1982-01-22,1982-02-05,QLD,"Pacific Ocean, no Australian Landfall.",FNQ,cyclone,1982,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone FREDA,1981-02-24,1981-03-03,QLD,"Begane as a persistent low which crossed landfall west coast of Capre York Peninsular.  Heavy rain and flooding, but little damage.",FNQ,cyclone,1981,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
CAT811,Cyclone CLIFF,1981-02-13,1981-02-15,QLD,"Flooding in the wake of an ex-tropical cyclonic depression resulted in heavy damage in the Dalby township, north-west of Brisbane and the surrounding area. Heavy rainfall over the Myall creek catchment created serious flooding for the town of Dalby, the highest recorded at a height of 4.5 m. Approximately 2000 homes were inundated with water and there was considerable damage to the grain growing districts. One death was recorded.",FNQ,cyclone,1981,55450000.0,367200000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone EDDIE,1981-02-08,1981-02-13,QLD,A serverve storm which made lanfall in FNQ then tracked over NT then onto WA. It caused flooding but little structual damage.,FNQ,cyclone,1981,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
CAT804,Brisbane Storm,1980-12-19,1980-12-19,QLD,"Severe storms in Brisbane, resulting in widespread strom related damage to residential property.",SEQ,storm,1980,7500000.0,214500000.0,30674.0,0,0,1,0,0,0,0,0
CAT805,Brisbane Hail,1980-12-16,1980-12-16,QLD,"A severe storm caused hail damage in northern Brisbane, Bracken Ridge, and extensive damage to 5000 homes in Brighton.",SEQ,storm,1980,15000000.0,429000000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone SIMON,1980-02-21,1980-02-28,QLD,"Coral Sea Category 4 storm that impacted parts of Far North Queensland, causing riverine flooding",FNQ,cyclone,1980,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone RUTH,1980-02-11,1980-02-18,QLD,"Coral Sea event, no Australian landfall.",FNQ,cyclone,1980,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone PAUL,1980-01-07,1980-01-08,QLD,"As a result of the moisture, very heavy rain caused one of the highest floods of the 20th Century down the Don River through Bowen. In its lower reaches the river changed its course and washed away two homes and caused several million Australian dollars worth of damage to the market garden industry.",FNQ,cyclone,1980,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone STAN,1979-04-06,1979-04-15,QLD NT,"A tropical low formed over the northern Coral Sea on 6 April 1979 and then moved westward to reach the Gulf of Carpentaria on the evening of 8 April. Throughout 11 and 12 April 1979 the system remained stationary to the north of Cape Wessel with an estimated central pressure of 1000 hPa. By the morning of 13 April 1979 the low had developed to tropical cyclone intensity and began to move east-southeast. The cyclone attained its lowest estimated central pressure of 995 hPa on 14 April 1979. During 14 April the cyclone accelerated as it approached the Queensland coast and,crossed the coast approximately 40 km north of Weipa at about 0800 UTC. The system moved rapidly across Cape York Peninsuila and into the Coral Sea, decaying during this passage and with the estimated central pressure rising to 1002 hPa. 'The system continued to move east-southeastwards as a tropical low and was unidentifiable on 16 April 1979. The highest reported wind associated with Stan was 74 km/h on 12 April 1979 at Cape Wessel. Estimates derived from satellite imagery indicated that the strongest winds associated with Stan were of the same order. At no time was an eye discernible on satellite photographs. The highest 24-hour rainfall associated with Stan was 233 mm at Iron Range on 15 April. Other 24-hour falls included 127 mrn at Moreton and 84 mm at Weipa. Tides at Weipa were reported to be slightly in excess of half a metre above predicted level on 14 April. No damage, loss of life or significant flooding occurred.",FNQ,cyclone,1979,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,1,0
Undeclared,Cyclone ROSA,1979-02-16,1979-03-01,QLD NT WA,"A persisting cloud cluster was initially detected on satellite photographs near the Solomon Islands on 12 February 1979. The system moved westward and became a tropical depression near Samarai on 14 February 1979. The low moved to the Gulf of Carpentaria where the track became very erratic. The system intensified over the Gulf and attained cyclone strength by 0000 UTC 25 February 1979. The track of the system after 0000 UTC 25 February 1979 is depicted below. The cyclone crossed the coast 30 km north-northwest of Bing Bong homestead at 0400 UTC 26 February 1979 with an estimated central pressure of 955 hPa, the lowest pressure during its life cycle. The lowest recorded pressure was 993.3 hPa at Centre Island (in the Sir Edward Pellew Group) at 0000 UTC 26 February 1979. The NOAA research aircraft investigated the cyclone on a single mission as the cyclone was making landfall. At the point of closest approach at 0440 UTC 26 February 1979 the maximum wind encountered was 169 km/h at an altitude of 540 m, 37 km northeast of the centre of the eye. The eye diameter was 37 km. The highest 24-hour rainfall totals were 79 mm at McArthur River on 27 February and 74.2 mm at Centre Island on 26 February. An unofficial report from Nathan River estimated 250 mm on 26 February. The highest cumulative total for the period 20 to 28 February 1979 was 197.8 mm at Centre Island. Coastal and riverside stations in the southwest Gulf of Carpentaria reported unusually high tides. Seas were very rough at Bing Bong where the water level was estimated to have risen two metres above the spring high tide mark. A tide gauge on Groote Eylandt was washed away. Thousands of dollars worth of structural damage to station properties, together with the felling of extensive tracts of forest, were reported in the southwest Gulf of Carpentaria and Roper-McArthur district. A light aircraft stranded on North Island, Sir Edward Pellew Group, was destroyed.",FNQ,cyclone,1979,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,1,1
Undeclared,Cyclone KERRY,1979-02-12,1979-03-06,QLD,"Kerry was a remarkable tropical cyclone having a long life-span and erratic track. It is also notorious for being only one of two cyclones in the Australian region to have an airplane (a US NOAA research aircraft) fly into the cyclone (the other being TC Rosa ). Indeed a wind speed of 252 km/h measured by this aircraft at an altitude of 540 m was at that time one of the strongest low-level winds measured in a cyclone in the Australian area. Kerry 's origin is linked to a low that became evident near 5S, 170E on 7 February 1979. By 10 February 1979 some cyclonic curvature could be detected in the surrounding convective cloud field. Three days later the system was displaying consistent organisation. The subsequent erratic track is shown below. Kerry intensified steadily while moving west-southwest at 15 to 35 km/h and by 15 February 1979 was classified as a severe tropical cyclone. As Kerry crossed the Solomon Islands maximum observed winds were 72 km/h at about 70 km south of the cyclone, however widespread destruction and loss of life were experienced near the centre, indicating the existence of much stronger winds. Estimated winds from satellite data were 125 to 145 km/h. After moving away from the Solomon Islands on a southwesterly track, Kerry again intensified steadily. Maximum intensity was attained on 19 February 1979 and Kerry then slowly weakened while moving towards landfall on 1 March 1979. Kerry moved erratically around a large loop from 19 to 26 February 1979 crossing its own track at least three times. A factor in the decay after 19 February was the intrusion of dry sub-tropical air that moved around the west and northwest of the cyclone. This is a common feature of decaying cyclones in the Australian region. Aircraft reconnaissance flights on 21 and 22 February 1979 and satellite imagery together show evidence of this dry air and suppressed convection in these quadrants. As Kerry approached the coast across the Whitsunday Islands radar surveillance showed a weak vortex with a ragged and poorly defined eye, but winds of over 108 km/h were observed. Kerry moved west-northwest over land for just over a day then moved northward back over the Coral Sea. The cyclone began to re-intensify east of Townsville late on 2 March 1979. This re-intensification continued while the cyclone moved northward to be east of Cairns on 3 March. Later that day Kerry came under the influence of strong northwesterly winds ahead of an appraoching large amplitude upper-level trough and accelerated to the southeast, weakened and decayed over the ocean on 6 March 1979. Although Kerry was a severe cyclone while well offshore, it had weakened considerably by the time it made landfall and only minor wind damage occurred in some coastal centres and offshore resorts.Nevertheless, boats collectively worth hundreds of thousands of dollars were damaged or destroyed in Mackay harbour on 1 March 1979. Twenty-four hour rainfall totals of up to 250 mm were reported from mainland centres with an isolated fall of 402 mm from Hayman Island in the Whitsunday Group . Little flood damage resulted however.",FNQ,cyclone,1979,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone GRETA,1979-01-07,1979-01-13,QLD,"After cyclone Peter lost intensity over eastern Cape York Peninsula in the first few days of January, the trough system in which it was embedded remained over the southern Gulf of Carpentaria-Cape York area. During the next few days the weak, complex low, which remained after Peter , migrated slowly westwards across the southeast and southern Gulf. By late on 7 January 1979 satellite photographs indicated a weak circulation. The system exhibited an erratic course to the northeast of Groote Eylandt and did not intensify until it began to move in an east-northeasterly direction after 2000 UTC 8 January 1979. The path of the low continued in an east-northeasterly direction, with gradual deepending to cyclone intensity and acceleration as it crossed the Gulf. Ship reports at 2100 UTC 9 January 1979 indicated 68 km/h winds 270 km north-northwest of the centre and near 68 km/h winds 100 km to the east-northeast. Greta , moving eastwards at 25 km/h, crossed the coast between 0200 UTC,and 0300 UTC 10 January 1979 about 20 km south of Weipa. Weipa recorded a maximum gust of 78 km/h and a 30-minute calm as the cyclone passed, as well as a minimum pressure of 986 hPa. Little damage was experienced. Greta maintained a well-marked cyclonic circulation during its continued eastward overland movement, but then crossed the Cape York Peninsula east coast, changed course to the south-southeast and then moved parallel to the coast at 15 km/h. The coast was re-crossed at 0500 UTC 11 January in Princess Charlotte Bay with an estimated central pressure of 990 hPa. Banding features remained evident on satellite pictures as it moved inland in a west-southwest direction. It eventually passed close to Alice Springs at 0200 UTC 16 January 1979 with a central pressure near 996 hPa. Greta produced flood rains over northern Cape York Peninsula with heavy rain extending south of Cairns. Flooding was not as serious as with the earlier Peter . No significant wind damage was reported.",FNQ,cyclone,1979,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone GORDON,1979-01-04,1979-01-12,QLD,"Tropical cyclone Gordon developed east of the Santa Cruz Islands during the first week of January 1979. By the evening of 6 January 1979 it was centred just to the north of the New Hebrides Group with a central pressure well below 990 hPa. Satellite imagery during 6 January 1979 showed a clearly discernible circular eye and the cyclone was at its most intense. Gordon moved south-southwest towards New Caledonia until 7 January When it gradually turned to a more westerly track. Throughout 7 and 8 January 1979 satellite photographs indicated a marked weakening of the system. Reports from ships in the area and offshore automatic weather stations indicated winds generally from 55 to 70 km/h with one report of 83 km/h from Frederick Reef early on 10 January 1979. Throughout 10 January Gordon continued to weaken and lost all tropical cyclone characteristics: it continued to move westward, however, as a tropical low. On the following morning, the low changed to a west-southwesterly track and winds to 83 km/h were reported from offshore and coastal areas as the system approached the coast. It crossed the coast just south of Proserpine early on 12 January 1979 and rapidly decayed. Twenty-four hourly rainfall totals of up to 50 mm occurred in some coastal areas as the low crossed the coast but no significant structural damage or flooding was directly attributable to Gordon. Strong winds and rough seas that developed along the central and parts of the south coast of Queensland, however, caused some beach erosion in those areas.",FNQ,cyclone,1979,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone GWEN,1978-02-25,1978-02-27,QLD,Gwen passed directly over Edward River Mission in the Gulf and maintaining its movement towards the southeast it became a rain depression. In sections of the Herbert district extremely heavy rain fell and up to 500 mm in 24 hr from a farm in the Palm Creek area. The Herbert at Gairloch rose 4.2 m in 11 hrs. Gales were reported near Townsville with a gust to 59 knots there.,FNQ,cyclone,1978,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone TOM,1977-11-06,1977-11-11,QLD,"Coral Sea, no Australian landfall",FNQ,cyclone,1977,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone OTTO,1977-03-06,1977-03-10,QLD,Otto moved from the Gulf into the Coral Sea near Cape Tribulation and made landfall again near Bowen. There was no significant wind damage however it severely aggravated already serious floods between Cairns and Ingham (inc. cape york) which resulted in $6 million crop and property damage. Heavy seas destroyed 1200 m of the esplanade at Machans Beach Cairns. Hay Point also suffered some sea damage. The wave station at Double Island Pt. recorded a significant wave (peak) height of 3.8 m (6.3 m).,FNQ,cyclone,1977,9000000.0,710100000.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone NANCY,1977-02-12,1977-02-13,QLD,"Coral Sea, no significant Australian landfall",FNQ,cyclone,1977,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone MILES,1977-02-09,1977-02-13,QLD,"Coral Sea, no significant Australian landfall",FNQ,cyclone,1977,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone LILY,1977-02-08,1977-02-11,QLD,"Coral Sea, no significant Australian landfall",FNQ,cyclone,1977,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone KEITH,1977-01-29,1977-01-31,QLD,"Keith first hit the coast east of Cairns, then moved back over the ocean and crossed the coast again at Cape Cleveland. Extensive wind damage to the tropical rain forest east of Babinda over the Graham Range as noted in the Hydrological experimental catchments. Large trees were uprooted and some snapped off above the roots. Elsewhere only minor wind damage occurred, however wind and rain combined to cause extensive losses to the banana and sugar crop. Floods cut the highway between Cairns and Townsville. Two men were killed when a yacht smashed into rocks on the western side of Acheron Is.",FNQ,cyclone,1977,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone JUNE,1977-01-16,1977-01-19,QLD,"Coral Sea, no significant Australian landfall",FNQ,cyclone,1977,55450000.0,58222500.0,30674.0,0,0,1,0,0,0,0,0
Undeclared,Cyclone TED,1976-12-15,1976-12-20,QLD,"Cyclone Ted made landfall in the Gulf of Carpenteria. 95% of buildings were damaged on Mornington Is and 700 people were made homeless. with similar damage at Burketown. Wind and high tides at Karumba badly damaged wharf and prawn processing installations. An estimated 250,000 head of livestock lost by drowning and low temperatures in Qld. The storm killed two people.",FNQ,cyclone,1976,55450000.0,582900000.0,30674.0,0,0,1,0,0,0,0,0
